STN,LON,LAT,STN_SP,HT,HT_WD,LAU,STN,STN_KO,STN_EN,FCT_ID,LAW_ID,BASIN
535,128.18265,37.71701,1110000,313.5,0,4212,101,서석,----,11D10302,4272034021,281
536,127.97242,37.4876,1110000,114.35,0,4114,105,횡성,----,11D10402,4273025022,286
537,128.84589,37.48323,1110000,488.08,0,4100,105,임계,----,11D20300,4277035026,283
538,127.10301,38.17254,1110000,82.25,0,4098,109,신서,----,11B20402,4180036022,112
539,127.36571,38.02415,1111000,137.74,0,4109,109,포천이동,----,11B20403,4165038021,112
540,126.892,37.6373,1110000,44.71,0,4108,109,고양,----,11B20302,4128111300,113
541,127.15055,37.63405,1110000,25.36,0,4108,109,남양주,----,11B20502,4136025922,112
542,127.38017,37.68414,1110000,41.96,0,4101,109,청평,----,11B20404,4182032524,112
543,126.54958,37.499,1110000,25.79,0,4112,112,영종도,----,11B20201,2811014600,121
544,126.6544,37.18565,1110000,10.96,0,4112,109,전곡항,----,11B20604,4159035021,111
545,126.83848,37.28103,1110000,5.92,0,4119,109,안산,----,11B20203,4127110300,111
546,127.2592,37.43529,1110000,122.61,0,4203,109,경기광주,----,11B20702,4161010300,114
547,127.75488,37.41593,1110000,108.62,0,4202,109,양동,----,11B20503,4183038021,114
548,127.63956,37.26883,1110000,118.56,0,4203,109,여주,----,11B20703,4167011500,114
549,127.22178,37.27011,1210000,83,0,4119,109,용인,----,11B20612,4146125023,111
550,127.04873,37.18787,1110000,41.75,0,4119,109,오산,----,11B20603,4137011100,111
551,127.10879,36.98769,1110000,27.14,0,4232,109,평택,----,11B20606,4122011800,111
552,127.42449,38.27219,1110000,238.63,0,4095,101,김화,----,11D10101,4278025321,293
553,128.42813,38.49235,1111000,21.47,0,4090,105,대진,----,11D20402,4282031021,282
554,128.43713,38.21439,1111000,771.81,0,4109,105,미시령,----,11D20100,4282033033,282
555,127.70285,38.09638,1110000,106.21,0,4095,101,화천,----,11D10102,4279032025,293
556,127.98527,38.09799,1110000,187.57,0,4211,101,양구,----,11D10202,4280025032,291
557,128.31862,37.95263,1110000,311.62,0,4211,105,기린,----,11D20100,4281033021,281
558,127.70066,37.68614,1110000,94.64,0,4212,101,팔봉,----,11D10302,4272037023,292
559,128.39728,37.77805,1110000,574.76,0,4212,105,내면,----,11D20200,4272039021,281
560,128.56447,37.64794,1110000,540.54,0,4100,105,진부,----,11D20202,4276036000,283
561,128.15275,37.58219,1110000,221.38,0,4114,105,청일,----,11D10402,4273035024,286
563,128.6828,37.46356,1111000,362.87,0,4121,105,북평,----,11D10502,4277034021,287
565,126.77795,37.39154,1111000,5.77,0,4112,109,시흥,----,11B20202,4139013000,111
566,128.81924,37.85155,1110000,8.36,0,4105,105,연곡,----,11D20501,4215037024,281
567,126.93176,37.95332,1111000,71.25,0,4109,109,적성,----,11B20305,4148037024,113
568,127.31349,37.95875,1111000,142,0,4109,109,일동,----,11B20403,4165037023,112
569,127.15698,37.58224,1110000,27.15,0,4108,109,구리,----,11B20501,4131010700,112
570,126.64233,37.6232,1100000,33.72,0,4112,112,금곡,----,11B20201,2826011800,121
571,126.82094,37.19525,1110000,45.39,0,4119,109,화성,----,11B20604,4159026200,111
572,127.12476,37.42093,1111000,28.65,0,4108,109,성남,----,11B20605,4113310600,111
573,127.71352,37.55821,1111000,120.49,0,4109,109,청운,----,11B20503,4183037021,114
574,127.58711,37.3694,1111000,36.85,0,4109,109,대신,----,11B20703,4167035038,114
575,127.18766,37.1058,1111000,51.18,0,4109,109,용인이동,----,11B20612,4146125622,111
576,127.36632,37.12966,1111000,111.46,0,4109,109,백암,----,11B20612,4146135029,114
577,126.33654,37.53411,1111000,11.41,0,4112,112,장봉도,----,11B20201,2872031024,121
578,126.26628,36.3012,1110000,8.09,0,4235,133,호도,----,11C20201,4418032029,303
579,128.9133,37.36684,1110000,607.24,0,4111,105,하장,----,11D20300,4223032025,285
580,129.02888,37.61345,1110000,58.41,0,4106,105,옥계,----,11D20501,4215035021,284
581,128.77441,37.11663,1111000,422.1,0,4109,105,상동,----,11D10501,4275025321,287
582,128.07993,37.23146,1111000,328.01,0,4109,105,신림,----,11D10401,4213039021,286
583,128.1551,37.46463,1111000,534.72,0,4114,105,안흥,----,11D10402,4273032026,286
585,128.0742,37.95996,1111000,235.78,0,4211,105,신남,----,11D10201,4281031021,281
586,127.87694,38.03209,1110000,225.91,0,4101,101,북산,----,11D10301,4211038024,291
587,127.95329,38.22642,1111000,276.94,0,4211,101,방산,----,11D10202,4280033026,291
588,127.64289,37.79066,1110000,83.37,0,4109,101,남산,----,11D10301,4211040026,291
589,126.79026,37.70236,1100000,59.07,0,4108,109,능곡,----,11B20302,4128511300,113
590,127.00249,37.44028,1111000,46.6,0,4108,109,과천,----,11B10102,4129010500,111
591,128.05047,37.41554,1111000,267.66,0,4109,105,치악산,----,11D10403,4213031028,286
592,127.74866,37.23162,1111000,52.7,0,4109,105,부론,----,11D10401,4213035024,286
593,128.54069,38.00731,1111000,128.31,0,4109,105,양양영덕,----,11D20100,4283031034,282
594,128.21,38.2533,1111000,316,0,4211,105,서화,----,11D20100,4281034023,281
595,128.37415,38.26414,1111000,586.53,0,4090,105,진부령,----,11D20100,4282025037,282
596,128.49325,38.07699,1111000,240.99,0,4109,105,오색,----,11D20100,4283031033,282
597,128.44108,37.54548,1111000,561.85,0,4100,105,대화,----,11D10503,4276033022,283
598,126.9905,37.83118,1110000,87.76,0,4098,109,양주,----,11B20304,4163033021,112
599,127.16977,37.76172,1111000,105.82,0,4098,109,광릉,----,11B20403,4165025025,112
600,127.58973,36.97369,1110000,131.87,0,4127,131,금왕,----,11C10103,4377025326,324
601,128.3669,36.98552,1110000,184.56,0,4221,131,단양,----,11C10202,4380025025,325
602,127.4625,36.8634,1110000,111,0,4131,131,진천,----,11C10102,4375025025,321
603,127.77758,36.81612,1111000,120.2,0,4127,131,괴산,----,11C10303,4376025022,324
604,127.59655,36.29994,1110000,122.64,0,4133,131,옥천,----,11C10403,4373025028,322
605,127.75981,36.16313,1110000,139.68,0,4135,131,영동,----,11C10402,4374025028,323
606,126.38808,37.01061,1111000,23.22,0,4129,177,대산,----,11C20101,4421025027,311
607,126.13541,36.67309,1101000,6.4,0,4129,177,근흥,----,11C20102,4482533028,311
608,126.64512,36.62774,1110000,86.52,0,4232,177,홍북,----,11C20104,4480025622,311
609,126.35623,36.33796,1101000,39.65,0,4129,133,삽시도,----,11C20201,4418032028,303
610,126.44237,36.52003,1110000,16.88,0,4235,177,홍성죽도,----,11C20104,4480037032,311
611,127.28056,36.56667,1110000,51,0,4111,133,세종연서,----,11C20404,3611036033,302
612,127.13646,36.48284,1110000,24,0,4133,133,공주,----,11C20402,4415012100,301
614,126.70411,36.06248,1111000,9.59,0,4140,133,서천,----,11C20202,4477031021,303
615,127.10815,36.21164,1110000,8.15,0,4236,133,논산,----,11C20602,4423010800,304
616,126.61739,36.88936,1110000,52.4,10,4129,177,당진,----,11C20103,4427010200,311
617,127.1561,36.87817,1110000,41.03,0,4133,133,성거,----,11C20301,4413325333,302
618,126.77906,36.42371,1110000,98.75,10,4235,133,청양,----,11C20502,4479025026,303
619,127.70241,36.92297,1110000,133.44,0,4127,131,음성,----,11C10103,4377025022,324
620,127.90353,37.07371,1111000,65.43,0,4109,131,엄정,----,11C10101,4313042022,324
621,128.21421,36.97325,1111000,147.63,0,4221,131,수산,----,11C10201,4315033040,325
622,128.00791,36.83909,1111000,228.09,0,4127,131,수안보,----,11C10101,4313032522,324
623,127.562,36.7956,1111000,74.72,10,4127,131,증평,----,11C10304,4374525031,324
624,127.6571,36.62436,1111000,244,0,4131,131,상당,----,11C10301,4311132021,321
625,127.8167,36.51724,1110000,328.17,0,4226,131,속리산,----,11C10302,4372031521,322
626,127.81538,36.37052,1111000,122.63,0,4109,131,옥천청산,----,11C10403,4373035037,322
627,126.29641,36.75851,1111000,41.94,0,4129,177,태안,----,11C20102,4482525022,311
628,126.81437,36.74213,1111000,38.84,0,4232,133,예산,----,11C20303,4481039021,302
629,127.20047,36.69076,1111000,84.56,0,4109,133,세종전의,----,11C20404,3611037021,302
630,127.79968,37.04566,1111000,109.14,0,4109,131,노은,----,11C10101,4313036028,324
631,126.61535,37.34775,1111000,9.74,10,4109,112,송도,----,11B20201,2818510500,121
632,126.93356,36.54069,11111000,58.83,0,4109,133,유구,----,11C20402,4415025023,301
633,127.09383,36.55114,1111000,75.76,0,4133,133,정안,----,11C20402,4415037024,301
634,126.86536,36.84578,1110000,29.5,0,4232,133,아산,----,11C20302,4420038027,302
635,126.86024,36.1319,1111000,10.73,0,4133,133,양화,----,11C20501,4476040000,304
636,127.2407,36.3132,1110000,132,0,4133,133,계룡,----,11C20403,4425033023,301
637,126.80557,36.89376,1111000,19.5,0,4129,177,신평,----,11C20103,4427038033,311
638,128.48473,37.08348,1111000,175.08,0,4121,131,영춘,----,11C10202,4380033021,325
639,128.14564,36.90433,1111000,282.85,0,4111,131,덕산,----,11C10201,4315034021,325
640,127.86167,36.67106,1111000,221.34,0,4109,131,청천,----,11C10303,4376036047,324
641,127.52388,36.5461,1111000,79.12,0,4109,131,가덕,----,11C10301,4311133025,321
642,127.39592,36.29127,1111000,167,0,4109,133,오월드,----,11C20401,3014011800,310
643,127.49378,36.34019,1111000,91.34,0,4109,133,세천,----,11C20401,3011012800,301
644,127.09004,36.13662,1100000,24.5,0,4236,133,연무,----,11C20602,4423025331,304
645,126.51099,36.57887,1101000,16.9,0,4235,177,서부,----,11C20104,4480037000,311
646,126.52845,36.17406,1111000,7.74,0,4109,133,춘장대,----,11C20202,4477041024,303
647,127.69238,36.12504,1110000,122.66,0,4135,131,가곡,----,11C10402,4374039021,323
648,127.43821,36.41347,1110000,99.9,0,4133,133,장동,----,11C20401,3023011800,301
649,126.75072,37.47223,1111000,25.91,0,4109,112,부평,----,11B20201,2823710900,121
650,127.27737,38.27264,1111000,228.01,0,4109,101,양지,----,11D10101,4278025928,293
651,127.2057,38.27717,1110000,216.03,0,4095,101,외촌,----,11D10101,4278025025,293
652,127.07267,37.98998,1110000,38.29,0,4098,109,연천청산,----,11B20402,4180032021,112
654,126.30761,37.25404,1111000,10.46,0,4109,112,자월도,----,11B20201,2872037021,121
655,124.72912,37.76024,11111000,83,0,4102,102,소청도,----,11A00103,2872034022,131
656,126.19333,37.68722,1111000,49.15,0,4109,112,볼음도,----,11B20101,2871042024,122
657,126.50213,36.32435,1111000,31.65,0,4109,133,대천항,----,11C20201,4418011000,303
658,126.12143,36.7683,1111000,10,0,4109,177,만리포,----,11C20102,4482534027,311
659,127.2057,36.343,1111000,831.7,0,4109,133,계룡산,----,11C20403,4425033023,301
660,128.37762,37.56197,1111000,533.47,0,4109,105,면온,----,11D10504,4276034025,283
661,128.40191,38.54251,1111000,5,0,4111,105,현내,----,11D20402,4282031029,282
662,126.29695,37.17064,1111000,10.19,7,4112,112,승봉도,----,11B20201,2872037023,121
663,125.78691,36.92863,1111000,62.53,0,4112,112,목덕도,----,11B20201,2872035026,121
664,126.45838,37.22468,1111000,17.72,0,4112,112,영흥도,----,11B20201,2872036021,121
665,126.42521,37.39043,1111000,28.32,0,4112,112,무의도,----,11B20201,2811015200,121
666,126.16832,36.95872,1110000,32.47,0,4129,177,안도,----,11C20102,4482535024,311
667,126.0093,36.6476,1110000,58,0,4129,177,옹도,----,11C20102,4482533029,311
669,126.07583,36.2292,1111000,17.86,0,4129,133,외연도,----,11C20201,4418032030,303
670,128.62954,38.08874,1110000,7,0,4105,105,양양,----,11D20403,4283025027,282
671,128.5936,38.19091,1110000,3.65,0,4090,105,청호,----,11D20401,4221010800,282
672,126.48836,35.44236,1111000,16.12,0,4109,146,상하,----,21F10601,4579035021,272
673,128.7175,35.28223,1111000,20.64,0,4109,159,진영,----,11H20304,4825025021,151
674,128.82141,37.21963,1111000,822.28,0,4121,105,사북,----,11D20300,4277025622,287
675,127.52769,37.78978,1110000,52.21,0,4101,101,남이섬,----,11D10301,4211040030,291
676,127.42985,36.9906,1111110,143.77,10,4131,131,위성센터,----,11C10102,4375037027,321
677,129.0213,37.51728,1111000,120.04,0,4111,105,달방댐,----,11D20300,4217013400,284
678,128.77862,37.72484,1111000,455.97,0,4105,105,강릉성산,----,11D20200,4215031027,----
679,128.77297,37.61045,1111000,686.6,0,4105,105,강릉왕산,----,11D20200,4215032026,----
680,127.84468,38.21277,1111000,230.65,0,4101,101,평화,----,11D10102,4279025027,291
681,127.81168,38.24379,1111000,215.2,0,4101,101,원동,----,11D10101,4278035000,291
682,127.8647,38.2806,1111000,1062,0,4095,101,임남,----,11D10101,4278037000,293
687,127.2528,35.1262,1111000,62.2,0,4156,156,석곡,----,11F20602,4672033030,242
688,126.93914,35.26878,1110000,31.02,0,4156,156,봉산,----,11F20504,4671031029,241
689,126.89853,35.10082,1111000,73.11,0,4111,156,광주남구,----,11F20501,2915510700,----
690,127.13944,35.33613,1110000,98,0,4247,146,풍산,----,11F10403,4577033021,277
691,126.95652,36.38617,1110000,23.83,0,4111,133,정산,----,11C20502,4479033034,303
692,126.9245,38.0404,1110000,33.24,0,4098,109,백학,----,11B20402,4180033021,112
693,127.44011,36.72319,1110000,65.97,0,4127,131,오창,----,11C10301,4311425333,324
694,126.60936,36.70435,1100000,677.32,0,4129,177,원효봉,----,11C20303,4481036029,311
695,127.43197,38.11619,1210000,1050.39,0,4111,101,광덕산,----,11D10102,4279034022,293
696,129.08614,37.34661,1111000,82.78,0,4109,105,신기,----,11D20300,4223036021,284
697,125.91828,34.25059,11111000,1.1,0,4175,165,서거차도,----,21F20201,4690036023,253
698,126.2851,35.0938,1110000,26.92,0,4165,165,해제,----,21F20804,4684036032,251
699,126.46108,34.98378,1110000,37.85,0,4165,165,무안,----,21F20804,4684025024,251
700,125.9682,36.12508,1111000,58.68,0,4140,146,어청도,----,21F10501,4513039023,273
701,127.66835,36.00168,1110000,212,0,4111,146,무주,----,11F10302,4573025022,278
702,126.99435,35.94504,Y1210111,15.12,0,4111,146,익산,----,11F10202,4514012400,271
703,127.43743,35.76036,1110000,354.27,0,4146,146,진안,----,11F10303,4572025025,271
704,126.47755,35.62095,1110000,1.94,0,4243,146,변산,----,21F10602,4580036022,274
706,126.97266,35.31021,1110000,44.67,0,4156,156,담양,----,11F20504,4671025022,241
707,126.20839,35.05796,1110000,34.31,0,4165,165,지도,----,21F20803,4691025025,251
708,126.74524,35.12886,1110000,29.91,0,4156,156,광산,----,11F20501,2920015100,241
709,127.49355,35.20808,1111000,27,0,4109,156,구례,----,11F20601,4673034023,242
710,126.74397,35.02504,1111000,7.82,0,4156,156,나주,----,11F20503,4617039021,241
711,126.9898,34.89711,1110000,77.34,0,4156,156,이양,----,11F20505,4679034022,241
712,127.51006,34.94422,1110000,12.77,0,4174,156,순천시,----,11F20405,4615011300,242
713,127.58259,34.97507,1110000,14.95,0,4174,156,광양읍,----,11F20402,4623025023,242
714,126.02868,34.87909,1101000,1.96,0,4165,165,자은도,----,21F20803,4691033029,251
716,126.03198,34.63066,1111000,2.58,0,4109,165,하의도,----,21F20803,4691037025,251
717,126.30976,34.42749,1101000,11.7,0,4175,165,의신,----,21F20201,4690033028,253
718,126.03646,34.33303,1111000,6.42,0,4175,165,상조도,----,21F20201,4690036030,253
719,126.3977,35.8088,1111000,11.45,0,4109,146,선유도,----,21F10501,4513039028,273
720,126.54991,34.15486,1111000,27.12,0,4109,165,보길도,----,11F20301,4689038023,254
721,127.02825,34.33904,1111000,4.17,0,4109,165,금일,----,11F20301,4689025322,254
722,126.92875,35.13681,1111000,110.87,0,4109,156,조선대,----,11F20501,2911011800,241
723,127.30898,34.02792,1111000,6.7,0,4109,168,거문도,----,11F20401,4613036021,261
724,126.30157,33.95783,1111000,8.1,0,4111,184,추자도,----,11G00800,5011032022,331
725,126.95414,33.52289,1111000,9.23,0,4184,184,우도,----,11G00100,5011033021,331
726,126.26786,33.12206,1111000,11.58,0,4111,184,마라도,----,11G00500,5013025026,331
727,126.39293,33.40986,1110000,425.21,0,4184,184,유수암,----,11G00200,5011025342,331
730,126.7611,35.2794,1110000,43.95,0,4156,156,장성,----,11F20502,4688036022,241
731,126.68634,34.81666,1110000,4.58,0,4165,165,영암,----,21F20802,4683025030,251
732,127.09209,34.76192,1110000,145.53,0,4260,168,보성,----,11F20404,4678025023,242
733,126.8917,36.0461,1110000,49.12,0,4146,146,함라,----,11F10202,4514033025,271
734,127.24573,35.98551,1111000,64.36,0,4146,146,완주,----,11F10204,4571036031,271
735,127.77306,35.89424,1111000,660.36,0,4135,146,덕유산,----,11F10302,4573032030,278
736,126.78401,35.84679,1111000,2.16,0,4243,146,진봉,----,21F10502,4521041021,274
737,126.87765,35.80905,1110000,54.61,0,4243,146,김제,----,21F10502,4521010700,274
738,126.67388,35.57948,1111000,16,0,4111,146,줄포,----,21F10602,4580041023,274
739,126.54668,35.52254,1111000,12.57,0,4245,146,심원,----,21F10601,4579039026,276
741,126.98515,35.05671,1111000,94.82,0,4156,156,화순,----,11F20505,4679025031,241
742,126.33064,34.93889,1111000,12,0,4109,165,운남,----,21F20804,4684037025,251
743,125.94688,34.77258,1110000,8.2,0,4165,165,비금,----,21F20803,4691034026,251
744,126.43646,34.67254,1110000,5.59,0,4261,165,산이,----,11F20302,4682041029,252
745,126.70479,34.69976,1111000,79.59,0,4109,165,성전,----,11F20303,4681036023,255
746,126.5159,34.38184,1110000,8.82,0,4261,165,땅끝,----,11F20302,4682034026,252
747,126.85801,34.18292,1111000,24.76,0,4170,165,청산도,----,11F20301,4689035021,254
748,127.3631,34.83694,1111000,1.6,0,4262,168,벌교,----,11F20404,4678025300,262
749,127.12715,34.53471,1111000,24.96,0,4109,168,도양,----,11F20403,4677025324,262
750,127.63568,34.62781,1111000,3,0,4109,168,백야,----,11F20401,4613033030,261
751,126.70904,33.48209,1110000,251.09,0,4184,184,선흘,----,11G00200,5011025930,331
752,126.30599,33.30456,1110000,188.42,0,4184,184,서광,----,11G00400,5013031027,331
753,126.4959,33.39304,1110000,967.83,0,4184,184,어리목,----,11G00300,5011013900,331
754,126.52732,35.06037,11111000,10.42,0,4111,156,함평,----,21F20101,4686025022,241
755,127.08534,35.1596,1110000,185.01,0,4156,156,화순북,----,11F20505,4679039022,241
756,126.28199,35.60152,1111000,4.22,0,4243,146,위도,----,21F10602,4580042021,274
757,127.43596,35.97436,1111000,269.51,0,4109,146,진안주천,----,11F10303,4572040024,271
758,127.57117,35.83518,1111000,320.61,0,4109,146,동향,----,11F10303,4572033021,271
759,127.57826,35.37162,1110000,478.65,0,4247,146,뱀사골,----,11F10401,4519046027,277
760,126.9327,35.42739,1111000,281.93,0,4111,146,복흥,----,11F10403,4577037031,277
761,126.93462,35.65081,1111000,14.7,0,4111,146,태인,----,11F10203,4518039030,276
762,127.12611,35.51978,1111000,165.32,0,4111,146,강진면,----,11F10402,4575039025,275
763,127.062,36.0592,1111000,38,0,4146,146,여산,----,11F10202,4514039000,271
764,127.14143,35.67359,1111000,211.79,0,4109,146,신덕,----,11F10402,4575036022,275
765,127.13448,34.89234,1111000,109.9,0,4168,156,복내,----,11F20404,4678035021,261
766,127.71496,34.84946,1111000,78.86,0,4109,168,여수산단,----,11F20401,4613014600,261
767,127.39745,34.58853,1111000,3.72,0,4262,168,포두,----,11F20403,4677035031,262
768,127.28531,35.28886,1111000,100.48,0,4146,156,곡성,----,11F20602,4672025022,241
769,126.38336,35.19932,1111000,5.4,0,4156,156,염산,----,21F20102,4687036029,241
770,126.82781,34.94759,1111000,73.27,0,4109,156,다도,----,11F20503,4617042026,241
771,126.14463,34.72693,1111000,3.36,0,4165,165,안좌,----,21F20803,4691040028,251
772,126.23964,34.53208,1111000,1.35,0,4175,165,수유,----,21F20201,4690025028,253
773,126.63593,34.7085,1111000,72.11,0,4165,165,학산,----,21F20802,4683038022,251
774,126.46618,34.81747,1111000,11.17,0,4109,165,전남도청,----,21F20804,4684025600,251
775,126.63538,35.1777,1110000,35.38,0,4156,156,월야,----,21F20101,4686038025,241
776,126.55307,34.46671,1100000,21.83,0,4261,165,현산,----,11F20302,4682033023,252
777,126.93462,34.55633,1111000,37.1,0,4109,165,관산,----,11F20304,4680025326,255
778,126.8218,34.79594,1111000,96.16,0,4260,165,유치,----,11F20304,4680035030,255
779,126.25809,33.39268,1110000,38.79,0,4184,184,한림,----,11G00500,5011025027,331
780,126.70438,33.27718,1110000,25.86,0,4184,184,제주남원,----,11G00400,5013025321,331
781,126.8777,33.5199,1110000,17.18,0,4184,184,구좌,----,11G00100,5011025631,331
782,126.6194,33.38514,1110000,760.47,0,4184,184,성판악,----,11G00300,5011025929,331
783,126.84077,35.23027,1111000,30.59,0,4109,156,과기원,----,11F20501,2917014100,241
784,126.61258,34.87718,1111000,22.08,0,4165,165,시종,----,21F20802,4683034027,251
785,126.6763,34.46383,1111000,13.04,0,4109,165,북일,----,11F20302,4682036023,252
786,127.77409,34.63811,1111000,17,0,4109,168,돌산,----,11F20401,4613025026,261
787,127.31716,34.50672,1111000,12.3,0,4109,168,도화,----,11F20403,4677034027,262
788,126.88132,35.13159,1111000,64.98,0,4109,156,풍암,----,11F20501,2914012800,241
789,126.2929,34.87643,1111000,8.91,0,4165,165,압해도,----,21F20803,4691025325,251
790,127.46735,34.53258,1111000,135.19,0,4111,168,나로도,----,11F20403,4677045023,262
791,127.58376,35.26621,1110000,410.15,0,4174,156,피아골,----,11F20601,4673033027,242
792,126.81682,33.3536,1111000,80.47,0,4184,184,표선,----,11G00100,5013032022,331
793,126.22626,33.24101,1110000,2.64,0,4184,184,대정,----,11G00500,5013025025,331
794,127.42739,35.10066,1100000,75.99,0,4174,156,황전,----,11F20603,4615033024,242
795,127.13899,35.27532,1100000,86.65,0,4174,156,옥과,----,11F20602,4672037023,242
796,127.24476,34.23775,1111000,37.52,0,4109,168,초도,----,11F20401,4613036025,261
797,125.29953,34.39498,1111000,35.63,0,4109,169,하태도,----,11F20701,4691036030,251
798,125.19236,34.68551,11111000,23.21,0,4111,169,홍도,----,11F20701,4691036029,251
799,126.13762,35.20218,1101000,12.02,0,4156,156,낙월도,----,21F20102,4687038021,241
800,129.44368,36.72566,1111000,6.43,0,4130,136,평해,----,11H10101,4793025321,192
801,129.088,36.62497,1110000,217,0,4136,136,영양,----,11H10403,4776025023,192
802,129.34008,36.75743,1111000,142.31,0,4109,136,온정,----,11H10101,4793036029,192
803,128.81147,36.3947,1111000,219.79,0,4136,143,옥산,----,11H10502,4773033031,191
804,129.33921,36.19056,1110000,37.23,0,4138,138,청하,----,11H10201,4711332023,201
805,129.09434,36.17929,1111000,227.04,0,4109,138,죽장,----,11H10201,4711335034,201
806,128.2903,36.23336,1100000,41.05,0,4279,143,선산,----,11H10602,4719025024,183
807,128.69318,36.17966,1110000,114.26,0,4279,143,의흥,----,11H10603,4772035034,183
808,129.56673,36.07597,1110000,11.41,0,4138,138,호미곶,----,11H10201,4711135022,201
809,127.97919,35.93544,1110000,205.1,0,4279,143,대덕,----,11H10601,4715044032,183
810,128.29851,35.92553,1110000,34.22,0,4279,143,성주,----,11H10605,4784025025,183
811,129.20929,35.86299,1210000,32.36,0,4138,138,황성,----,11H10202,4713012400,201
812,128.28214,35.69603,1110000,41.19,0,4143,143,고령,----,11H10604,4783025333,181
813,128.73183,35.65404,1110000,77.53,10,4143,143,청도,----,11H10704,4782025028,181
814,128.66103,36.97916,1110000,302.79,0,4111,136,부석,----,11H10401,4721039024,193
815,128.46461,36.65996,1210000,102.13,0,4136,136,예천,----,11H10303,4790025024,182
816,129.5475,35.9831,1110000,42.37,0,4138,138,구룡포,----,11H10201,4711125028,201
817,129.22123,36.78268,1110000,383.62,0,4130,136,수비,----,11H10800,4776034030,192
818,128.14792,36.70781,1111000,217.28,0,4109,136,마성,----,11H10301,4728036027,185
819,128.88641,36.65875,1111000,203.21,0,4109,136,예안,----,11H10501,4717041034,191
820,128.52665,36.54819,1111000,75.76,0,4136,136,하회,----,11H10501,4717034033,191
821,128.07393,36.28187,1110000,91.11,0,4137,143,공성,----,11H10302,4725035023,184
822,128.10165,36.08128,1111000,84.16,0,4279,143,김천,----,11H10601,4715041021,183
823,128.55577,36.24934,1111000,81.56,0,4111,143,군위,----,11H10603,4772025027,182
824,128.50008,36.0956,1111000,114.95,0,4279,143,가산,----,11H10705,4785033044,183
825,128.3813,36.03977,1111000,29.79,0,4279,143,칠곡,----,11H10705,4785036029,183
826,128.79003,36.04709,1111000,130.98,0,4281,143,신녕,----,11H10702,4723032027,182
827,128.743,35.82425,1111000,61.21,0,4143,143,경산,----,11H10703,4729011700,181
828,128.42384,35.69018,1111000,24.93,0,4143,143,달성,----,11H10701,2771026526,181
829,129.31815,35.71214,1100000,72.92,0,4138,138,외동,----,11H10202,4713025921,201
830,129.19957,36.06887,1111000,45.06,0,4111,138,기계,----,11H10201,4711334021,201
831,128.99708,37.04012,1110000,663.05,0,4130,136,석포,----,11H10800,4792039022,192
832,128.42855,36.39066,1110000,67,0,4136,143,단북,----,11H10502,4773042029,191
833,128.04189,36.53829,1111000,174.74,0,4109,143,은척,----,11H10302,4725044024,185
834,127.94422,36.44123,1110000,286.99,0,4137,143,화서,----,11H10302,4725041023,184
835,128.71601,36.89316,1111000,185,0,4109,136,봉화읍,----,11H10402,4792025026,192
836,128.89548,36.27948,1110000,317,0,4136,143,현서,----,11H10503,4775034043,----
837,128.6429,36.8268,1111000,188.82,0,4272,136,이산,----,11H10401,4721031021,193
838,128.27046,36.79066,1111000,451.67,0,4109,136,동로,----,11H10301,4728035028,185
839,128.89544,36.45834,1111000,129.33,0,4109,136,길안,----,11H10501,4717039021,191
840,128.8144,35.9125,1110000,71,0,4143,143,하양,----,11H10703,4729025021,181
841,128.91106,36.08494,1111000,138.88,0,4109,143,화북,----,11H10702,4723034032,182
842,129.011,35.7576,1111000,170.66,0,4109,138,산내,----,11H10202,4713034023,201
843,129.25013,36.93611,1111000,219.97,0,4109,136,금강송,----,11H10800,4793039021,192
844,129.35859,36.43551,1111000,22.38,0,4111,138,영덕읍,----,11H10102,4777025021,192
845,128.59068,35.90842,1111000,30.18,0,4109,143,대구북구,----,11H10701,2723011500,181
846,128.53095,35.86509,1111000,76.37,0,4109,143,대구서구,----,11H10701,2717010500,181
847,128.46637,36.27623,1111000,70.41,0,4109,143,소보,----,11H10603,4772031039,182
848,128.89534,35.67916,1100000,104.4,0,4143,143,청도금천,----,11H10704,4782036000,181
849,128.3871,36.54689,1111000,85.04,0,4109,136,지보,----,11H10303,4790040021,182
850,129.49062,35.78471,1110000,6.67,0,4138,138,감포,----,11H10202,4713025024,201
851,129.35206,37.05137,1111000,79.82,0,4109,136,소곡,----,11H10101,4793031028,192
852,129.426,37.0606,1101000,41,10,4130,136,죽변,----,11H10101,4793037021,192
853,128.62129,36.01827,1111000,568.37,0,4109,143,팔공산,----,11H10705,4785032035,181
854,129.13357,35.49528,1110000,166.92,0,4152,152,삼동,----,11H20101,3171040027,161
855,126.26833,33.1733,1110000,4.25,0,4184,184,가파도,----,11G00500,5013025026,331
856,127.59815,35.1018,1110000,514.84,0,4174,156,광양백운산,----,11F20402,4623032024,242
857,126.71737,34.29995,1110000,8.46,0,4170,165,완도읍,----,11F20301,4689025027,254
858,126.17006,34.42956,1110000,34.67,0,4175,165,지산,----,21F20201,4690035021,253
859,129.36873,35.7549,1111000,475,0,4109,138,토함산,----,11H10202,4713031034,201
860,128.61903,35.88515,1111000,58.81,0,4111,143,신암,----,11H10701,2714010100,181
861,126.77811,33.56233,1111000,34,0,4109,184,월정,----,11G00100,5011025626,331
862,126.77919,33.47056,1111000,196.63,0,4184,184,송당,----,11G00100,5011025625,331
